#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"15590000","China Radio International","","135","","","","","","Chn","CHN","0300","0400","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15590000","China Radio International","","308","","","","","","Eng","CHN","1200","1300","1234567","18,27-29","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15590000","China Radio International","","308","","","","","","Eng","CHN","1300","1400","1234567","18,27-29","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15590000","China Radio International","","308","","","","","","Eng","CHN","1400","1500","1234567","18,27-29","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15590000","Nippon Hoso Kyokai","","270","","","","","","Jpn","J","1000","1200","1234567","41","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"15590000","WRNO Worldwide, Inc.","","20","","","","","","Eng","USA","1600","2200","1234567","3-5,9-11","","50","","RNO","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Ita","CVA","0500","0600","1234567","38E,39N","Mass_in","100","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Ita","CVA","0600","0610","234567","38E,39N","News_It","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Ara","CVA","0610","0630","234567","38E,39N","Arabic","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Fra","CVA","0630","0645","234567","38E,39N","News_Fr","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Ara","CVA","0830","0950","1","38E,39","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","41","","","","","","Rus","CVA","0830","0950","1","19,29,30NW","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","113","","","","","","Amh","CVA","0830","0950","1","38SE,39NE,39S,40S","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","90","","","","","","Hye","CVA","0830","0950","1","29SE,39N,40NW","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","106","","","","","","Eng","CVA","1130","1200","6","38E,39N","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","100","","","","","","Ara","CVA","1530","1600","1234567","39E,40SW","Arabic","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","116","","","","","","Fra","CVA","1600","1615","1234567","38E,39N,39SW","News_Mi","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","116","","","","","","Eng","CVA","1615","1630","1234567","38E,39N,39SW","News_Mi","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15595000","Vatican Radio","","110","","","","","","Lat","CVA","1840","1900","1234567","38E,39W","Liturgy","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15600000","Adventist Broadcasting Service, Inc.","","315","","","","","","Uig","USA","1230","1300","17","42,43W","x224","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15600000","Adventist Broadcasting Service, Inc.","","315","","","","","","Cmn","USA","1300","1400","1234567","42,43W","x224","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15600000","For new organization","","306","","","","","","Mul","BUL","0200","0800","1234567","27,28","BUL","50","","SOF","","","","","HFCC","2026-03-29 15:32"
"15600000","For new organization","","306","","","","","","Mul","BUL","1700","2200","1234567","27,28","BUL","50","","SOF","","","","","HFCC","2026-03-29 15:32"
"15610000","Eternal Word Television Network, Inc.","","85","","","","","","Eng","USA","0000","0600","1234567","46,47","","250","","EWN","","","","","HFCC","2026-03-29 15:32"
"15610000","Eternal Word Television Network, Inc.","","85","","","","","","Eng","USA","1900","2400","1234567","46,47","","250","","EWN","","","","","HFCC","2026-03-29 15:32"
"15620000","Far East Broadcasting Company","","200","","","","","","Jav","PHL","1400","1430","1234567","49S,50S,51W,54","F0053Y","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15620000","Islamic Republic of Iran Broadcasting","","46","","","","","","Prs","IRN","0920","1250","1234567","30S,31S,40E","DARIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15620000","Media Broadcast GmbH","","300","","","","","","Mul","D","1800","2000","1234567","2,3,4,6,7,8,9,10","X.namew","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"15620000","Ministry of Information - State of Kuwait","","0","","","","","","Ara","KWT","0200","0800","1234567","49","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"15625000","Adventist Broadcasting Service, Inc.","","315","","","","","","Cmn","USA","2100","2200","1234567","43N,44N","x202","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15625000","Adventist Broadcasting Service, Inc.","","330","","","","","","Cmn","USA","2200","2300","1234567","32S,33S,43N,44N","x212","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15630000","Adventist Broadcasting Service, Inc.","","285","","","","","","Mnw","USA","1200","1230","1234567","49","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15630000","Adventist Broadcasting Service, Inc.","","255","","","","","","Nij","USA","1300","1330","1234567","54","x225","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15630000","China National Radio","","310","","","","","","Bod","CHN","0000","1100","1234567","42SE,43SW","","150","","DOF","","","","","HFCC","2026-03-29 15:32"
"15630000","Trans World Radio","","66","","","","","","Kor","UZB","1100","1200","1234567","44-45","","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"15640000","China Radio International","","135","","","","","","Chn","CHN","0400","0500","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15640000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","0000","0100","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"15640000","Philippines Broadcasting Service","","270","","","","","","Fil","PHL","0200","0330","1234567","39,40","","250","","PHT","","","","","HFCC","2026-03-29 15:32"
"15640000","Radio Russia","","224","","","","","","Rus","RUS","1000","1200","1234567","41","","15","","IRK","","","","","HFCC","2026-03-29 15:32"
"15650000","HFCC, Intl. Radio for Disaster Relief project","","0","","","","","","Und","CVA","0000","2400","1234567","1-85","!IRDR!","100","","SMG","","","","","HFCC","2026-03-29 15:32"
"15660000","China Radio International","","173","","","","","","Eng","CHN","1100","1300","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"15665000","China Radio International","","308","","","","","","Rus","CHN","0400","0500","1234567","29,30","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15665000","China Radio International","","308","","","","","","Rus","CHN","0500","0600","1234567","29,30","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15665000","China Radio International","","308","","","","","","Rus","CHN","0800","0900","1234567","29,30","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15665000","China Radio International","","308","","","","","","Rus","CHN","0900","1000","1234567","29,30","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15670000","China Radio International","","135","","","","","","Chn","CHN","0100","0200","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15670000","China Radio International","","135","","","","","","Chn","CHN","0600","0700","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15670000","China Radio International","","135","","","","","","Chn","CHN","0700","0730","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15670000","Radio Russia","","145","","","","","","Rus","RUS","1100","1500","1234567","42,43,49","","250","","NVS","","","","","HFCC","2026-03-29 15:32"
"15675000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","300","","","","","","Ara","ARS","0600","0900","1234567","37,38","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"15680000","Adventist Broadcasting Service, Inc.","","285","","","","","","Kan","USA","1530","1600","1234567","41S","x220","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15680000","Adventist Broadcasting Service, Inc.","","285","","","","","","Tel","USA","1600","1630","1234567","41S","x220","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15680000","Radio Romania International","","142","","","","","","Ron","ROU","0700","0800","1","39NW","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15680000","Republic of Palau","","270","","","","","","Eng","USA","0000","1500","1234567","41,49,50,54","","100","","HBN","","","","","HFCC","2026-03-29 15:32"
"15690000","Nippon Hoso Kyokai","","290","","","","","","Jpn","J","0500","0700","1234567","43,44","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"15700000","For new organization","","90","","","","","","Eng","BUL","0000","2359","1234567","29,30,40","BUL","50","","SOF","","","","","HFCC","2026-03-29 15:32"
"15700000","World Music Radio","","180","","","","","","Mul","DNK","0000","2359","1234567","27-29,36-39,46","Danish","4","","RND","","","","","HFCC","2026-03-29 15:32"
"15710000","Adventist Broadcasting Service, Inc.","","300","","","","","","Cmn","USA","1400","1500","1234567","42,43W","x224","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15710000","China National Radio","","163","","","","","","Zho","CHN","0100","0900","1234567","44S","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"15710000","Radio Miami International","","106","","","","","","Amh","F","1600","1630","7","39N","H","150","","ISS","","","","","HFCC","2026-03-29 15:32"
"15710000","Radio Romania International","","142","","","","","","Ara","ROU","0630","0700","1234567","39NW","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15720000","China Radio International","","135","","","","","","Chn","CHN","0730","0800","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15720000","Radio New Zealand","","325","","","","","","Eng","NZL","0000","0600","1234567","51,56,64S,65S","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"15720000","Radio New Zealand","","35","","","","","","Eng","NZL","0000","0600","1234567","61S,62,63W","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"15720000","Radio New Zealand","","325","","","","","","Eng","NZL","1845","2400","1234567","51,56,64S,65S","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"15720000","Radio New Zealand","","35","","","","","","Eng","NZL","1845","2400","1234567","61S,62,63W","NZL","50","","RAN","","","","","HFCC","2026-03-29 15:32"
"15720000","Radio Russia","","190","","","","","","Rus","RUS","1500","1800","1234567","29,39,48,53","","500","","MSK","","","","","HFCC","2026-03-29 15:32"
"15720000","Turkish Radio-TV Corp","","105","","","","","","Fas","TUR","0830","1000","1234567","39NE,40","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"15730000","China National Radio","","262","","","","","","Zho","CHN","0000","1200","1234567","43SW","","100","","XIY","","","","","HFCC","2026-03-29 15:32"
"15730000","China Radio International","","135","","","","","","Chn","CHN","0500","0600","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15740000","China National Radio","","310","","","","","","Bod","CHN","1100","1605","1234567","42SE,43SW","","150","","DOF","","","","","HFCC","2026-03-29 15:32"
"15740000","Voice of Russia","","33","","","","","","Rus","RUS","2200","0700","1234567","26","","20","","K/A","","","","","HFCC","2026-03-29 15:32"
"15745000","China National Radio","","253","","","","","","Zho","CHN","0000","1200","1234567","42SE","","100","","LIN","","","","","HFCC","2026-03-29 15:32"
"15755000","The Overcomer Ministry","","156","","","","","","Mul","BUL","0700","1100","1234567","38,39,47E,48","","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"15755000","The Overcomer Ministry","","156","","","","","","Mul","BUL","1100","1700","1234567","38,39,47E,48","","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"15770000","Radio Miami International","","44","","","","","","RusEngSlk","USA","0000","2400","1234567","9,11,17,18,27,28,36,37,38,39","","100","","RMI","","","","","HFCC","2026-03-29 15:32"
"15785000","BitExpress (Germany)","","0","","","","","","Deu","D","0000","2400","1234567","18,19,27,28,29,37N","TENT.","1","","ERL","","","","","HFCC","2026-03-29 15:32"
"15785000","China Radio International","","354","","","","","","Eng","CHN","0300","0400","1234567","32N,33W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15785000","China Radio International","","354","","","","","","Eng","CHN","0400","0500","1234567","32N,33W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15785000","China Radio International","","354","","","","","","Chn","CHN","0500","0600","1234567","32N,33W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15785000","China Radio International","","354","","","","","","Chn","CHN","0600","0700","1234567","32N,33W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15790000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","310","","","","","","Ara","ARS","0900","1200","1234567","27,28,37N","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15795000","Radio Russia","","224","","","","","","Rus","RUS","1300","1800","1234567","40,41","","240","","IRK","","","","","HFCC","2026-03-29 15:32"
"15795000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"15795000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"15795000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"15825000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9,27,37-39","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"15825000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9,27,37-39","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"15825000","WNQM, Inc.","","46","","","","","","Eng","USA","0900","2200","1234567","4,9,27,37-39","","100","","WCR","","","","","HFCC","2026-03-29 15:32"
"17485000","China Radio International","","269","","","","","","Ara","CHN","0500","0700","1234567","37SE,38,39,40W","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","193","","","","","","Yue","CHN","0000","0100","1234567","49E,54","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","193","","","","","","Nan","CHN","0100","0200","1234567","54","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","193","","","","","","Nan","CHN","0200","0300","1234567","54","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","135","","","","","","Chn","CHN","0300","0400","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","135","","","","","","Chn","CHN","0400","0500","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"17490000","China Radio International","","308","","","","","","Eng","CHN","0700","0900","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
